"","Tm","X.Bat","BatAge","R.G","G","PA","AB","RS","Hits.Made","X2B","X3B","HR.Made","RBI","SB","CS","BB.Made","SO.Batting","BA","OBP","SLG","OPS","OPS.PLUS","TB","GDP","HBP.Batting","SH","SF","IBB.Batting","LOB.Batting","X.P","PAge","RAperG","W","L","W.L.","ERA","GS","GF","CG","tSho","cSho","SV","IP","Hits.Allowed","RA","ER","HR.Allowed","BB.Allowed","IBB.Pitching","SO.Pitching","HBP.Pitching","BK","WP","BF","ERA.PLUS","FIP","WHIP","H9","HR9","BB9","SO9","SO.Walk","LOB.Pitching","year","RS.RA","PO","WS","X.Fld","RunsAllowedPerGame","DefEff","Inn","Ch","PO.Fielding","A","E","DP","Fld.Percent","Rtot","Rtot.yr"
"728","Cleveland Indians1997",46,30.2,5.39,161,6304,5556,868,1589,301,22,220,810,118,59,617,955,0.286,0.358,0.467,0.825,111,2594,152,37,45,49,39,1181,21,29.7,5.06,86,75,0.534,4.73,161,157,4,3,1,39,1425.2,1528,815,749,181,575,53,1036,51,3,59,6260,99,4.62,1.475,9.6,1.1,3.6,6.5,1.8,1168,1997,53,1,1,46,5.06,0.68,12831,6111,4277,1728,106,159,0.983,7,1
"729","Colorado Rockies1997",43,30.4,5.7,162,6338,5603,923,1611,269,40,239,869,137,65,562,1060,0.288,0.357,0.478,0.835,100,2677,138,63,73,35,35,1124,23,27.9,5.6,83,79,0.512,5.25,162,153,9,5,3,38,1432.2,1697,908,836,196,566,23,870,67,6,50,6417,99,5,1.58,10.7,1.2,3.6,5.5,1.54,1211,1997,15,0,0,42,5.6,0.667,12894,6355,4298,1946,111,202,0.983,-1,0
"730","Detroit Tigers1997",43,26.4,4.84,162,6190,5481,784,1415,268,32,176,743,161,72,578,1164,0.258,0.332,0.415,0.747,95,2275,120,49,34,47,37,1071,20,27.5,4.88,79,83,0.488,4.56,162,149,13,8,5,42,1445.2,1476,790,732,178,552,33,982,43,3,51,6246,101,4.59,1.403,9.2,1.1,3.4,6.1,1.78,1119,1997,-6,0,0,43,4.88,0.698,13011,6149,4337,1720,92,146,0.985,-59,-5
"731","Florida Marlins1997",43,28.5,4.57,162,6300,5439,740,1410,272,28,136,703,115,58,686,1074,0.259,0.346,0.395,0.741,98,2146,132,61,71,42,55,1248,20,27.5,4.13,92,70,0.568,3.83,162,150,12,10,4,39,1446.2,1353,669,615,131,639,41,1188,63,4,41,6223,106,4.1,1.377,8.4,0.8,4,7.4,1.86,1214,1997,71,1,1,43,4.13,0.692,13020,6106,4340,1650,116,167,0.981,-5,0
"732","Houston Astros1997",41,28.8,4.8,162,6363,5502,777,1427,314,40,133,720,171,74,633,1085,0.259,0.344,0.403,0.747,99,2220,104,100,74,53,63,1221,18,27,4.07,84,78,0.519,3.66,162,146,16,12,7,37,1459,1379,660,594,134,511,25,1138,52,9,46,6166,109,3.9,1.295,8.5,0.8,3.2,7,2.23,1129,1997,117,1,0,41,4.07,0.693,13131,6382,4377,1874,131,169,0.979,64,6
"733","Kansas City Royals1997",51,28.8,4.64,161,6295,5599,747,1478,256,35,158,711,130,66,561,1061,0.264,0.333,0.407,0.74,92,2278,108,42,51,42,34,1176,25,27.6,5.09,67,94,0.416,4.7,161,150,11,5,2,29,1443,1530,820,753,186,531,42,961,54,6,62,6277,100,4.67,1.428,9.5,1.2,3.3,6,1.81,1128,1997,-73,0,0,50,5.09,0.691,12987,6050,4329,1630,91,168,0.985,53,5
"734","Los Angeles Dodgers1997",44,29.3,4.58,162,6216,5544,742,1488,242,33,174,706,131,64,498,1079,0.268,0.33,0.418,0.748,101,2318,109,33,105,36,46,1120,16,28.9,3.98,88,74,0.543,3.62,162,156,6,6,1,45,1459.1,1325,645,587,163,546,36,1232,45,14,36,6191,107,4.09,1.282,8.2,1,3.4,7.6,2.26,1168,1997,97,0,0,42,3.98,0.706,13134,6057,4378,1563,116,104,0.981,-37,-3
"735","Milwaukee Brewers1997",44,28,4.23,161,6097,5444,681,1415,294,27,135,643,103,55,494,967,0.26,0.325,0.398,0.723,88,2168,123,58,48,52,31,1118,21,28.3,4.61,78,83,0.484,4.22,161,155,6,8,3,44,1427.1,1419,742,669,177,542,25,1016,61,5,46,6120,111,4.56,1.374,8.9,1.1,3.4,6.4,1.87,1096,1997,-61,0,0,44,4.61,0.695,12846,6058,4282,1655,121,171,0.98,50,5
"736","Minnesota Twins1997",39,29.2,4.77,162,6267,5634,772,1522,305,40,132,730,151,52,495,1121,0.27,0.333,0.409,0.741,93,2303,117,60,20,56,32,1156,18,28.1,5.31,68,94,0.42,5,162,152,10,4,3,30,1434,1596,861,796,187,495,31,908,33,6,66,6250,92,4.64,1.458,10,1.2,3.1,5.7,1.83,1087,1997,-89,0,0,38,5.31,0.681,12906,6097,4302,1694,101,170,0.983,-7,-1
"737","Montreal Expos1997",41,27.7,4.27,162,6131,5526,691,1423,339,34,172,659,75,46,420,1084,0.258,0.316,0.425,0.741,93,2346,95,73,72,40,40,1091,21,26.4,4.57,78,84,0.481,4.14,162,135,27,14,12,37,1447,1365,740,665,149,557,45,1138,63,4,52,6189,101,4.16,1.328,8.5,0.9,3.5,7.1,2.04,1108,1997,-49,0,0,41,4.57,0.696,13023,6170,4341,1697,132,150,0.979,22,2
"738","New York Mets1997",45,27.3,4.8,162,6248,5524,777,1448,274,28,153,741,97,74,550,1029,0.262,0.332,0.405,0.737,95,2237,122,57,58,59,45,1111,21,29.4,4.38,88,74,0.543,3.95,162,155,7,8,3,49,1459.1,1452,709,640,160,504,43,982,47,7,47,6210,104,4.32,1.34,9,1,3.1,6.1,1.95,1123,1997,68,0,0,45,4.38,0.697,13134,6379,4378,1881,120,165,0.981,44,4
"739","New York Yankees1997",41,30.6,5.5,162,6527,5710,891,1636,325,23,161,846,99,58,676,954,0.287,0.362,0.436,0.798,108,2490,138,37,34,70,51,1276,18,29.6,4.25,96,66,0.593,3.84,162,151,11,10,3,51,1467.2,1463,688,626,144,532,41,1165,45,10,62,6279,117,3.98,1.359,9,0.9,3.3,7.1,2.19,1188,1997,203,1,0,40,4.25,0.685,13209,6211,4403,1704,104,156,0.983,-63,-6
"740","Oakland Athletics1997",49,28,4.72,162,6369,5589,764,1451,274,23,197,714,71,36,642,1181,0.26,0.339,0.423,0.762,101,2362,133,49,49,40,23,1221,26,27.8,5.84,65,97,0.401,5.48,162,160,2,1,0,38,1445.1,1734,946,880,197,642,54,953,64,4,51,6600,81,5.03,1.644,10.8,1.2,4,5.9,1.48,1318,1997,-182,0,0,49,5.84,0.66,13008,6223,4336,1765,122,170,0.98,-90,-8
"741","Philadelphia Phillies1997",46,27.8,4.12,162,6130,5443,668,1390,290,35,116,622,92,56,519,1032,0.255,0.322,0.385,0.707,85,2098,105,40,74,50,32,1152,23,27.9,5.19,68,94,0.42,4.85,162,149,13,7,3,35,1420.1,1441,840,765,171,616,42,1209,58,12,73,6228,88,4.4,1.448,9.1,1.1,3.9,7.7,1.96,1127,1997,-172,0,0,46,5.19,0.68,12783,5916,4261,1547,108,134,0.982,11,1
"742","Pittsburgh Pirates1997",43,26.6,4.48,162,6201,5503,725,1440,291,52,129,686,160,50,481,1161,0.262,0.329,0.404,0.733,89,2222,105,92,77,47,27,1168,21,25.7,4.69,79,83,0.488,4.28,162,156,6,8,2,41,1436,1503,760,683,143,560,71,1080,64,12,61,6291,102,4.2,1.437,9.4,0.9,3.5,6.8,1.93,1223,1997,-35,0,0,43,4.69,0.675,12924,6272,4308,1833,131,149,0.979,-89,-8
"743","San Diego Padres1997",45,30.8,4.91,162,6373,5609,795,1519,275,16,152,761,140,60,604,1129,0.271,0.342,0.407,0.749,102,2282,130,35,63,58,40,1207,21,28.1,5.5,76,86,0.469,4.98,162,157,5,2,0,43,1450,1581,891,802,172,596,37,1059,61,7,58,6429,79,4.55,1.501,9.8,1.1,3.7,6.6,1.78,1188,1997,-96,0,0,45,5.5,0.672,13050,6301,4350,1819,132,132,0.979,-130,-12
"744","Seattle Mariners1997",47,29.3,5.71,162,6385,5614,925,1574,312,21,264,890,89,40,626,1110,0.28,0.355,0.485,0.839,119,2720,146,49,46,49,53,1149,24,30.4,5.14,90,72,0.556,4.78,162,153,9,8,3,38,1447.2,1500,833,769,192,598,36,1207,66,5,57,6368,94,4.54,1.449,9.3,1.2,3.7,7.5,2.02,1192,1997,92,1,0,47,5.14,0.678,13029,6041,4343,1572,126,143,0.979,7,1
"745","San Francisco Giants1997",42,29.5,4.84,162,6298,5485,784,1415,266,37,172,746,121,49,642,1120,0.258,0.337,0.414,0.751,98,2271,111,46,64,59,72,1199,23,28.9,4.9,90,72,0.556,4.39,162,157,5,9,3,45,1446,1494,793,706,160,578,57,1044,39,10,48,6284,94,4.38,1.433,9.3,1,3.6,6.5,1.81,1153,1997,-9,1,0,42,4.9,0.684,13014,6262,4338,1799,125,157,0.98,42,4
"746","St. Louis Cardinals1997",51,30,4.25,162,6212,5524,689,1409,269,39,144,654,164,60,543,1191,0.255,0.324,0.396,0.72,89,2188,128,42,58,44,54,1140,25,29.5,4.37,73,89,0.451,3.88,162,157,5,3,0,39,1455.2,1422,708,627,124,536,34,1130,59,8,48,6222,108,3.89,1.345,8.8,0.8,3.3,7,2.11,1147,1997,-19,0,0,51,4.37,0.686,13101,6229,4367,1739,123,156,0.98,59,5
"747","Texas Rangers1997",44,28.2,4.98,162,6266,5651,807,1547,311,27,187,773,72,37,500,1116,0.274,0.334,0.438,0.771,96,2473,118,34,28,52,39,1149,20,29.7,5.08,77,85,0.475,4.69,162,154,8,9,1,33,1429.2,1598,823,745,169,541,40,925,38,6,55,6309,103,4.57,1.496,10.1,1.1,3.4,5.8,1.71,1197,1997,-16,0,0,43,5.08,0.675,12867,6076,4289,1666,121,155,0.98,21,2
"748","Toronto Blue Jays1997",44,29.6,4.04,162,6109,5473,654,1333,275,41,147,627,134,50,487,1138,0.244,0.31,0.389,0.699,82,2131,102,59,38,52,26,1113,20,28.8,4.28,76,86,0.469,3.92,162,143,19,16,7,34,1442.2,1453,694,628,167,497,29,1150,39,5,54,6149,116,4.13,1.352,9.1,1,3.1,7.2,2.31,1127,1997,-40,0,0,44,4.28,0.687,12984,5958,4328,1536,94,150,0.984,12,1
"749","Anaheim Angels1998",45,28.6,4.86,162,6280,5630,787,1530,314,27,147,739,93,45,510,1028,0.272,0.335,0.415,0.751,93,2339,122,48,49,41,31,1180,19,29.8,4.83,85,77,0.525,4.49,162,159,3,5,1,52,1444,1481,783,720,164,630,23,1091,47,4,70,6326,106,4.51,1.462,9.2,1,3.9,6.8,1.73,1211,1998,4,0,0,45,4.83,0.686,12996,6084,4332,1646,106,146,0.983,-65,-6
"750","Arizona Diamondbacks1998",46,27.8,4.1,162,6116,5491,665,1353,235,46,159,621,73,38,489,1239,0.246,0.314,0.393,0.707,85,2157,125,64,45,27,32,1104,25,27.4,5.01,65,97,0.401,4.63,162,155,7,6,2,37,1432.1,1463,812,737,188,489,32,908,41,14,52,6151,91,4.69,1.363,9.2,1.2,3.1,5.7,1.86,1042,1998,-147,0,0,45,5.01,0.704,12891,6118,4297,1721,100,125,0.984,18,2
"751","Atlanta Braves1998",42,28.9,5.1,162,6217,5484,826,1489,297,26,215,794,98,43,548,1062,0.272,0.342,0.453,0.795,107,2483,104,61,76,46,37,1148,19,29.5,3.59,106,56,0.654,3.25,162,138,24,23,14,45,1438.2,1291,581,520,117,467,37,1232,35,3,51,5967,128,3.53,1.222,8.1,0.7,2.9,7.7,2.64,1070,1998,245,1,0,42,3.59,0.7,12948,6088,4316,1681,91,139,0.985,84,8
"752","Baltimore Orioles1998",48,33.3,5.04,162,6304,5565,817,1520,303,11,214,783,86,48,593,903,0.273,0.347,0.447,0.794,107,2487,136,58,44,44,30,1187,22,30.5,4.85,79,83,0.488,4.74,162,146,16,10,4,37,1431.1,1505,785,754,169,535,33,1065,46,6,51,6213,96,4.4,1.425,9.5,1.1,3.4,6.7,1.99,1134,1998,32,0,0,47,4.85,0.685,12882,6135,4294,1760,81,144,0.987,-10,-1
"753","Boston Red Sox1998",47,28.7,5.41,162,6302,5601,876,1568,338,35,205,827,72,39,541,1049,0.28,0.348,0.463,0.81,107,2591,144,70,35,52,32,1150,23,29.5,4.5,92,70,0.568,4.18,162,157,5,8,2,53,1436,1406,729,667,168,504,33,1025,53,2,62,6141,113,4.4,1.33,8.8,1.1,3.2,6.4,2.03,1104,1998,147,1,0,47,4.5,0.703,12924,6038,4308,1625,105,128,0.983,62,6
"754","Chicago Cubs1998",47,30.1,5.1,163,6394,5649,831,1494,250,34,212,788,65,44,601,1223,0.264,0.337,0.433,0.771,99,2448,123,39,67,37,51,1162,25,28.8,4.86,90,73,0.552,4.47,163,156,7,7,5,56,1477.1,1528,792,733,180,575,48,1207,48,14,48,6472,98,4.35,1.424,9.3,1.1,3.5,7.4,2.1,1248,1998,39,1,0,47,4.86,0.683,13296,6155,4432,1622,101,107,0.984,-16,-1
"755","Chicago White Sox1998",39,27.3,5.28,163,6281,5585,861,1516,291,38,198,806,127,46,551,916,0.271,0.339,0.444,0.782,105,2477,119,47,38,59,34,1104,20,26.4,5.71,80,82,0.494,5.22,163,155,8,4,0,42,1438.2,1569,931,835,211,580,20,911,54,10,58,6368,88,5.1,1.494,9.8,1.3,3.6,5.7,1.57,1121,1998,-70,0,0,39,5.71,0.686,12948,6162,4316,1706,140,161,0.977,5,0
"756","Cincinnati Reds1998",47,27.5,4.63,162,6269,5496,750,1441,298,28,138,723,95,42,608,1107,0.262,0.337,0.402,0.739,92,2209,133,37,78,49,39,1183,24,28,4.69,77,85,0.475,4.44,162,156,6,8,3,42,1441.1,1400,760,711,170,573,42,1098,52,7,60,6206,98,4.45,1.369,8.7,1.1,3.6,6.9,1.92,1122,1998,-10,0,0,47,4.69,0.697,12972,6009,4324,1563,122,142,0.98,13,1
"757","Cleveland Indians1998",48,29.4,5.25,162,6376,5616,850,1530,334,30,198,811,143,60,630,1061,0.272,0.347,0.448,0.795,103,2518,123,41,30,59,35,1169,23,29.8,4.81,89,73,0.549,4.44,162,153,9,4,3,47,1460,1552,779,721,171,563,48,1037,67,5,35,6393,107,4.54,1.449,9.6,1.1,3.5,6.4,1.84,1234,1998,71,1,0,46,4.81,0.682,13140,6217,4380,1727,110,146,0.982,37,3
"758","Colorado Rockies1998",42,29.5,5.1,162,6277,5632,826,1640,333,36,183,791,67,47,469,949,0.291,0.347,0.461,0.808,95,2594,148,37,98,41,29,1138,19,27.8,5.28,77,85,0.475,4.99,162,153,9,5,2,36,1432.2,1583,855,794,174,562,17,951,63,9,47,6277,104,4.7,1.497,9.9,1.1,3.5,6,1.69,1124,1998,-29,0,0,42,5.28,0.675,12894,6195,4298,1795,102,193,0.984,14,1
"759","Detroit Tigers1998",45,27.3,4.46,162,6243,5664,722,1494,306,29,165,691,122,62,455,1070,0.264,0.323,0.415,0.738,91,2353,111,62,16,45,25,1131,20,26.6,5.33,65,97,0.401,4.93,162,153,9,4,3,32,1446.1,1551,863,792,185,595,53,947,40,0,60,6327,96,4.81,1.484,9.7,1.2,3.7,5.9,1.59,1125,1998,-141,0,0,45,5.33,0.685,13017,6266,4339,1812,115,164,0.982,57,5
"760","Florida Marlins1998",49,25.4,4.12,162,6228,5558,667,1381,277,36,114,621,115,57,525,1120,0.248,0.317,0.373,0.69,86,2072,121,45,70,29,30,1132,22,24.5,5.7,54,108,0.333,5.18,162,151,11,3,0,24,1449.2,1617,923,834,182,715,61,1016,58,10,62,6553,78,4.97,1.609,10,1.1,4.4,6.3,1.42,1281,1998,-256,0,0,49,5.7,0.669,13047,6216,4349,1738,129,177,0.979,-12,-1
"761","Houston Astros1998",38,29.7,5.4,162,6441,5641,874,1578,326,28,166,818,155,51,621,1122,0.28,0.356,0.436,0.792,109,2458,146,72,58,49,52,1217,18,27.8,3.83,102,60,0.63,3.5,162,150,12,11,7,44,1471.1,1435,620,572,147,465,25,1187,42,5,50,6214,118,3.86,1.291,8.8,0.9,2.8,7.3,2.55,1180,1998,254,1,0,37,3.83,0.689,13242,6304,4414,1782,108,144,0.983,0,0
"762","Kansas City Royals1998",51,28.8,4.43,161,6191,5546,714,1459,274,40,134,686,135,50,475,984,0.263,0.324,0.399,0.724,87,2215,118,60,45,65,24,1140,22,28.8,5.58,72,89,0.447,5.15,161,155,6,5,3,46,1436.1,1590,899,822,196,568,28,999,60,5,72,6369,92,4.83,1.502,10,1.2,3.6,6.3,1.76,1161,1998,-185,0,0,50,5.58,0.676,12927,6123,4309,1689,125,172,0.98,-10,-1
"763","Los Angeles Dodgers1998",53,28.2,4.13,162,6077,5459,669,1374,209,27,159,630,137,53,447,1056,0.252,0.31,0.387,0.698,87,2114,98,36,91,43,31,1069,25,27.6,4.19,83,79,0.512,3.81,162,146,16,10,6,47,1447.1,1332,678,612,135,587,26,1178,56,9,46,6168,106,4.06,1.326,8.3,0.8,3.7,7.3,2.01,1148,1998,-9,0,0,52,4.19,0.695,13026,6207,4342,1731,134,154,0.978,-20,-2
"764","Milwaukee Brewers1998",43,28.3,4.36,162,6232,5541,707,1439,266,17,152,673,81,59,532,1039,0.26,0.33,0.396,0.726,91,2195,135,66,61,32,36,1148,23,28.1,5.01,74,88,0.457,4.63,162,160,2,2,0,39,1451,1538,812,746,188,550,29,1063,61,7,48,6325,93,4.62,1.439,9.5,1.2,3.4,6.6,1.93,1160,1998,-105,0,0,43,5.01,0.681,13059,6224,4353,1761,110,192,0.982,25,2
"765","Minnesota Twins1998",38,29.9,4.53,162,6263,5641,734,1499,285,32,115,691,112,54,506,915,0.266,0.328,0.389,0.717,86,2193,155,45,18,52,33,1151,17,28.7,5.05,70,92,0.432,4.75,162,155,7,8,1,42,1447.2,1622,818,764,180,457,21,952,44,5,55,6322,100,4.48,1.436,10.1,1.1,2.8,5.9,2.08,1161,1998,-84,0,0,38,5.05,0.678,13029,6036,4343,1585,108,135,0.982,-107,-10
"766","Montreal Expos1998",41,25.9,3.98,162,6042,5418,644,1348,280,32,147,602,91,46,439,1058,0.249,0.31,0.394,0.704,86,2133,109,60,87,37,31,1068,19,25.7,4.83,65,97,0.401,4.38,162,158,4,5,0,39,1427,1448,783,695,156,533,39,1017,57,12,50,6207,96,4.38,1.388,9.1,1,3.4,6.4,1.91,1143,1998,-139,0,0,41,4.83,0.687,12843,6124,4281,1688,155,127,0.975,34,3
"767","New York Mets1998",49,28.9,4.36,162,6257,5510,706,1425,289,24,136,671,62,46,572,1049,0.259,0.33,0.394,0.724,91,2170,126,37,88,48,55,1193,20,31.7,3.98,88,74,0.543,3.76,162,153,9,16,3,46,1458,1381,645,609,152,532,59,1129,68,11,40,6161,112,4.18,1.312,8.5,0.9,3.3,7,2.12,1142,1998,61,0,0,49,3.98,0.699,13122,6147,4374,1672,101,151,0.984,8,1
"768","New York Yankees1998",38,30.5,5.96,162,6444,5643,965,1625,290,31,207,907,153,63,653,1025,0.288,0.364,0.46,0.825,116,2598,145,57,32,59,34,1203,19,30.2,4.05,114,48,0.704,3.82,162,140,22,16,8,48,1456.2,1357,656,619,156,466,25,1080,68,5,37,6100,116,4.15,1.251,8.4,1,2.9,6.7,2.32,1074,1998,309,1,1,37,4.05,0.708,13110,6110,4370,1642,98,146,0.984,28,3
"769","Oakland Athletics1998",45,28.8,4.96,162,6283,5490,804,1413,295,13,149,755,131,47,633,1122,0.257,0.338,0.397,0.735,94,2181,120,55,58,46,22,1159,19,31.2,5.35,74,88,0.457,4.81,162,150,12,4,3,39,1434,1555,866,766,179,529,29,922,56,5,68,6310,94,4.7,1.453,9.8,1.1,3.3,5.8,1.74,1142,1998,-62,0,0,44,5.35,0.682,12906,6097,4302,1654,141,155,0.977,-66,-6
"770","Philadelphia Phillies1998",40,27.1,4.4,162,6300,5617,713,1482,286,36,126,672,97,45,508,1080,0.264,0.326,0.395,0.721,88,2218,110,45,65,65,44,1179,21,29.3,4.99,75,87,0.463,4.64,162,141,21,10,3,32,1463,1476,808,754,188,544,27,1176,54,5,73,6339,95,4.43,1.381,9.1,1.2,3.3,7.2,2.16,1142,1998,-95,0,0,40,4.99,0.689,13167,6246,4389,1747,110,131,0.982,38,3
"771","Pittsburgh Pirates1998",38,26.7,3.99,163,6113,5493,650,1395,271,35,107,613,159,51,393,1060,0.254,0.311,0.374,0.686,79,2057,102,91,78,56,22,1089,17,26.5,4.4,69,93,0.426,3.91,163,156,7,10,2,41,1449,1433,718,629,147,530,53,1112,31,14,45,6217,112,4.08,1.355,8.9,0.9,3.3,6.9,2.1,1152,1998,-68,0,0,38,4.4,0.686,13041,6185,4347,1698,140,161,0.977,-14,-1
"772","San Diego Padres1998",42,31.2,4.62,162,6245,5490,749,1390,292,30,167,715,79,37,604,1072,0.253,0.33,0.409,0.739,100,2243,112,48,56,45,40,1179,21,29.8,3.92,98,64,0.605,3.63,162,148,14,11,5,59,1454.2,1384,635,587,139,501,45,1217,49,6,63,6151,108,3.84,1.296,8.6,0.9,3.1,7.5,2.43,1152,1998,114,1,1,42,3.92,0.691,13091.2,6195,4364,1727,104,155,0.983,-52,-5
"773","Seattle Mariners1998",47,29.7,5.34,161,6327,5628,859,1553,321,28,234,822,115,39,558,1081,0.276,0.345,0.468,0.812,110,2632,107,57,36,48,26,1189,20,31.3,5.31,76,85,0.472,4.93,161,144,17,7,5,31,1424.1,1530,855,781,196,528,23,1156,60,6,61,6271,93,4.54,1.445,9.7,1.2,3.3,7.3,2.19,1143,1998,4,0,0,47,5.31,0.673,12819,5970,4273,1572,125,139,0.979,-14,-1
"774","San Francisco Giants1998",41,30.6,5.18,163,6484,5628,845,1540,292,26,161,800,102,51,678,1040,0.274,0.353,0.421,0.774,108,2367,123,44,81,53,53,1235,17,31.8,4.53,89,74,0.546,4.18,163,157,6,6,3,44,1477,1457,739,686,171,562,68,1089,52,3,58,6362,97,4.42,1.367,8.9,1,3.4,6.6,1.94,1192,1998,106,0,0,40,4.53,0.699,13293,6338,4431,1806,101,157,0.984,13,1
"775","St. Louis Cardinals1998",45,30.5,4.97,163,6413,5593,810,1444,292,30,223,781,133,41,676,1179,0.258,0.341,0.441,0.781,104,2465,117,42,68,34,65,1200,23,28.9,4.8,83,79,0.512,4.31,163,157,6,10,2,44,1469.2,1513,782,703,151,558,38,972,54,14,42,6392,99,4.4,1.409,9.3,0.9,3.4,6,1.74,1201,1998,28,0,0,45,4.8,0.687,13227,6332,4409,1781,142,160,0.978,7,1
"776","Tampa Bay Devil Rays1998",42,29,3.83,162,6157,5555,620,1450,267,43,111,579,120,73,473,1107,0.261,0.321,0.385,0.706,83,2136,127,37,53,38,24,1155,22,27.9,4.64,63,99,0.389,4.35,162,155,7,7,2,28,1443,1425,751,698,171,643,27,1008,81,3,43,6269,110,4.78,1.433,8.9,1.1,4,6.3,1.57,1189,1998,-131,0,0,42,4.64,0.699,12987,6188,4329,1765,94,178,0.985,91,8
"777","Texas Rangers1998",42,29.9,5.8,162,6401,5672,940,1637,314,32,201,894,82,47,595,1045,0.289,0.357,0.462,0.819,108,2618,137,39,41,54,27,1184,21,29.9,5.38,88,74,0.543,4.99,162,152,10,8,4,46,1431.1,1624,871,794,164,519,32,994,45,2,62,6357,96,4.42,1.497,10.2,1,3.3,6.3,1.92,1192,1998,69,1,0,40,5.38,0.668,12882,5995,4294,1580,121,140,0.98,19,2
"778","Toronto Blue Jays1998",41,28.9,5.01,163,6323,5580,816,1482,316,19,221,776,184,81,564,1132,0.266,0.34,0.448,0.787,104,2499,108,87,43,49,43,1133,20,30.3,4.71,88,74,0.543,4.28,163,153,10,11,5,47,1465,1443,768,697,169,587,26,1154,45,4,34,6352,108,4.36,1.386,8.9,1,3.6,7.1,1.97,1189,1998,48,0,0,41,4.71,0.692,13185,6052,4395,1532,125,131,0.979,1,0
"779","Anaheim Angels1999",45,28.6,4.39,162,6132,5494,711,1404,248,22,158,673,71,45,511,1022,0.256,0.322,0.395,0.716,83,2170,135,43,41,42,24,1097,20,31.5,5.1,70,92,0.432,4.79,162,158,4,7,0,37,1431.1,1472,826,762,177,624,17,877,56,5,65,6258,101,4.94,1.464,9.3,1.1,3.9,5.5,1.41,1138,1999,-115,0,0,45,5.1,0.699,12882,6123,4294,1723,106,156,0.983,72,7
"780","Arizona Diamondbacks1999",43,30,5.6,162,6415,5658,908,1566,289,46,216,865,137,39,588,1045,0.277,0.347,0.459,0.805,101,2595,94,48,61,60,52,1169,20,30.6,4.17,100,62,0.617,3.77,162,146,16,9,4,42,1467.1,1387,676,615,176,543,48,1198,49,10,39,6233,122,4.27,1.315,8.5,1.1,3.3,7.3,2.21,1155,1999,232,1,0,42,4.17,0.701,13206,6096,4402,1590,104,132,0.983,42,4
"781","Atlanta Braves1999",44,29.6,5.19,162,6351,5569,840,1481,309,23,197,791,148,66,608,962,0.266,0.341,0.436,0.777,96,2427,120,53,74,47,62,1155,22,28.6,4.08,103,59,0.636,3.63,162,153,9,9,1,45,1471,1398,661,593,142,507,55,1197,26,3,34,6218,123,3.85,1.295,8.6,0.9,3.1,7.3,2.36,1144,1999,179,1,0,44,4.08,0.694,13239,6182,4413,1658,111,127,0.982,43,4
"782","Baltimore Orioles1999",43,32.5,5.25,162,6409,5637,851,1572,299,21,203,804,107,46,615,890,0.279,0.353,0.447,0.8,108,2522,146,61,41,55,34,1241,21,30.1,5.03,78,84,0.481,4.77,162,145,17,11,4,33,1435,1468,815,760,198,647,34,982,49,6,55,6259,97,5.01,1.474,9.2,1.2,4.1,6.2,1.52,1139,1999,36,0,0,42,5.03,0.697,12915,6175,4305,1781,89,191,0.986,39,4
"783","Boston Red Sox1999",48,28.8,5.16,162,6321,5579,836,1551,334,42,176,808,67,39,597,928,0.278,0.35,0.448,0.798,99,2497,131,55,34,56,27,1213,25,30.1,4.43,94,68,0.58,4,162,156,6,12,1,50,1436.2,1396,718,638,160,469,25,1131,55,0,28,6120,126,4.1,1.298,8.7,1,2.9,7.1,2.41,1092,1999,118,1,0,48,4.43,0.693,12930,5985,4310,1548,127,132,0.979,48,4
"784","Chicago Cubs1999",47,31.2,4.61,162,6201,5482,747,1411,255,35,189,717,60,44,571,1170,0.257,0.329,0.42,0.749,91,2303,120,39,65,44,38,1130,25,28.8,5.68,67,95,0.414,5.27,162,151,11,6,3,32,1430.2,1619,920,837,221,529,48,980,27,9,59,6359,86,4.94,1.501,10.2,1.4,3.3,6.2,1.85,1147,1999,-173,0,0,46,5.68,0.676,12876,6028,4292,1597,139,135,0.977,-22,-2
"785","Chicago White Sox1999",40,25.8,4.8,162,6264,5644,777,1563,298,37,162,742,110,50,499,810,0.277,0.337,0.429,0.766,94,2421,138,34,40,45,22,1157,21,26.4,5.37,75,86,0.466,4.92,162,156,6,3,1,39,1438.1,1608,870,786,210,596,31,968,61,9,60,6452,100,5.06,1.532,10.1,1.3,3.7,6.1,1.62,1267,1999,-93,0,0,40,5.37,0.678,12945,6014,4315,1563,136,149,0.977,-20,-2
"786","Cincinnati Reds1999",35,28.3,5.31,163,6378,5649,865,1536,312,37,209,820,164,54,569,1125,0.272,0.341,0.451,0.792,96,2549,107,45,70,44,37,1168,17,28,4.36,96,67,0.589,3.98,163,157,6,11,3,55,1462,1309,711,647,190,636,46,1081,45,3,65,6221,117,4.74,1.33,8.1,1.2,3.9,6.7,1.7,1124,1999,154,0,0,35,4.36,0.722,13158,6042,4386,1551,105,139,0.983,96,9
